I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,Label
0.0,1,2.0,4.0,31435.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,32.0,0,66,137,891,3,4,1681,2,1,545,397,478,640,3,463,60,0,755,0,0,745,0,2,90,0,0,0
0.0,3,1.0,0.0,2072.0,0.0,7.0,0.0,45.0,0.0,1.0,0.0,0.0,0,157,2137,1080,3,4,853,2,1,592,808,535,1034,13,390,1116,8,736,37,3,174,3,0,1248,29,585,1
9.0,0,31.0,7.0,0.0,0.0,26.0,14.0,70.0,1.0,4.0,0.0,0.0,0,171,1520,1219,12,0,1109,2,1,349,859,511,757,3,1036,98,8,485,37,3,1069,0,11,127,4,764,0
0.0,3,8.0,7.0,7261.0,150.0,1.0,7.0,105.0,0.0,1.0,0.0,7.0,0,48,39,1457,3,5,228,8,1,349,724,1275,706,13,370,455,7,496,0,0,2025,0,0,311,0,0,0
0.0,12,3.0,2.0,7165.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,2.0,0,180,808,1299,9,0,133,2,1,349,162,1190,730,8,627,330,1,105,37,3,951,0,0,454,1,31,0
0.0,1,4.0,4.0,15203.0,359.0,3.0,4.0,95.0,0.0,1.0,0.0,4.0,56,173,662,642,3,5,1590,2,1,1518,829,879,114,13,625,143,0,375,0,0,1447,3,1,59,0,0,0
0.0,4,9.0,17.0,13032.0,663.0,20.0,37.0,1623.0,0.0,5.0,0.0,36.0,82,13,1680,1559,36,4,1390,2,1,1115,281,2023,92,13,638,136,8,722,0,0,1049,0,11,916,0,0,0
0.0,300,4.0,0.0,4622.0,25.0,20.0,6.0,55.0,0.0,2.0,4.0,0.0,45,80,435,465,3,6,211,2,1,666,515,281,1068,2,1144,750,6,487,37,1,1697,0,1,126,29,180,0
0.0,54,4.0,10.0,2214.0,25.0,23.0,13.0,98.0,0.0,4.0,0.0,10.0,45,66,0,0,3,4,765,2,1,349,194,0,744,2,1098,0,8,366,0,0,0,5,0,0,0,0,1
0.0,6,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,66,338,449,3,6,1028,2,0,349,1304,1747,533,2,693,1925,2,157,0,0,34,3,3,1053,0,0,1
8.0,5,1.0,0.0,10.0,0.0,51.0,1.0,5.0,1.0,9.0,0.0,0.0,39,37,2192,1196,3,4,1917,16,1,18,47,2071,129,8,89,337,8,166,37,2,2016,5,0,991,1,524,1
0.0,1,4.0,1.0,2108.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,37,12,356,1881,3,0,1818,23,1,1271,667,304,176,2,285,943,0,268,126,2,1239,0,0,332,29,275,1
10.0,5,21.0,27.0,1.0,4.0,11.0,32.0,32.0,1.0,2.0,0.0,4.0,62,235,1249,147,3,1,94,2,1,1230,397,1761,640,2,48,1056,8,306,109,3,1550,0,2,363,1,776,1
3.0,9,3.0,5.0,787.0,78.0,15.0,45.0,245.0,1.0,2.0,0.0,5.0,5,207,94,1149,3,5,1910,23,1,815,561,1752,560,15,1196,772,8,94,0,0,2037,0,0,769,0,0,1
0.0,-1,0.0,0.0,1671.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,37,289,1434,365,3,4,1876,2,1,349,589,2181,329,2,530,1961,4,406,0,0,1767,3,1,123,0,0,1
5.0,44,30.0,4.0,0.0,0.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,62,246,1180,1046,15,5,964,2,1,782,981,796,149,2,8,1140,8,405,37,3,491,3,0,1214,30,779,1
26.0,2,5.0,7.0,2.0,8.0,106.0,4.0,41.0,2.0,8.0,1.0,7.0,0,66,207,983,3,5,495,2,1,61,630,983,430,3,938,1592,3,710,0,0,880,0,7,1038,0,0,0
0.0,-1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,19,1715,1853,3,6,1141,25,0,349,290,491,604,2,243,677,2,441,0,0,1300,0,3,679,0,0,0
0.0,48,20.0,1.0,234554.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,1.0,37,12,1003,1626,9,6,1830,2,0,349,12,1827,344,13,421,1593,6,268,37,3,609,0,1,79,29,731,0
3.0,265,34.0,17.0,46.0,17.0,3.0,16.0,17.0,1.0,1.0,0.0,17.0,0,269,1150,1110,9,6,702,2,1,610,54,1611,1176,13,1004,2088,0,46,175,3,1631,3,4,282,21,550,1
0.0,197,4.0,1.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,37,84,424,314,3,6,1670,16,1,243,689,914,327,13,1134,1497,1,122,0,0,1037,1,1,939,0,0,0
0.0,2,2.0,0.0,38092.0,92.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,37,12,859,1320,3,4,1546,16,1,349,39,1917,749,2,285,390,4,268,182,2,1847,0,0,332,29,275,0
0.0,32,2.0,1.0,13165.0,257.0,1.0,7.0,132.0,0.0,1.0,0.0,2.0,82,271,1680,1559,3,5,539,2,1,349,691,2023,1116,3,252,136,7,357,0,0,1049,5,0,916,0,0,0
1.0,8,47.0,21.0,8.0,9.0,1.0,12.0,42.0,1.0,1.0,0.0,9.0,37,12,1565,737,17,0,1602,1,1,349,659,688,7,3,1103,2016,7,268,310,2,1309,0,0,561,29,872,1
0.0,16,44.0,21.0,1844.0,77.0,5.0,21.0,70.0,0.0,1.0,0.0,21.0,37,96,928,1755,15,4,856,23,1,1143,716,649,466,2,1124,1100,8,370,229,3,190,0,1,1256,1,137,0
0.0,127,9.0,16.0,7964.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,27.0,0,271,1680,1559,15,4,1480,26,1,1497,1113,2023,489,3,252,136,1,357,0,0,1049,0,0,916,0,0,0
0.0,31,10.0,1.0,22423.0,2186.0,5.0,2.0,636.0,0.0,2.0,0.0,2.0,37,48,39,1457,12,4,180,8,1,147,1152,1275,906,13,370,455,0,496,0,0,2025,0,0,311,0,0,0
1.0,0,87.0,0.0,59.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,111,723,1013,22,4,529,16,1,29,1174,1403,110,2,78,417,7,578,159,2,1684,3,0,466,20,284,0
0.0,1568,9.0,1.0,7388.0,91.0,1.0,1.0,33.0,0.0,1.0,0.0,1.0,0,96,317,1206,3,0,371,16,1,578,368,2298,1158,13,768,1152,7,573,289,3,1844,0,0,773,1,318,0
0.0,0,6.0,8.0,20285.0,924.0,2.0,9.0,320.0,0.0,1.0,0.0,8.0,0,127,1680,1559,15,4,1124,2,1,407,1273,2023,782,3,797,136,8,628,0,0,1049,0,11,916,0,0,0
0.0,0,17.0,3.0,19811.0,0.0,0.0,3.0,54.0,0.0,0.0,0.0,3.0,0,299,1070,487,3,5,1171,2,1,1031,764,840,845,13,1157,1702,1,516,37,1,889,0,0,359,30,440,0
0.0,2,15.0,11.0,42192.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,12.0,45,207,2146,119,3,4,1260,2,1,214,373,1317,156,15,1196,941,8,94,0,0,1905,3,0,769,0,0,0
0.0,38,21.0,3.0,1906.0,103.0,6.0,22.0,37.0,0.0,2.0,0.0,3.0,62,66,229,1421,3,4,1690,2,1,1384,291,970,125,13,347,1102,7,727,0,0,963,3,0,84,0,0,0
1.0,12,10.0,5.0,25.0,5.0,45.0,7.0,1553.0,1.0,17.0,1.0,5.0,37,223,1109,1150,3,5,495,2,1,1125,630,1789,430,6,145,855,6,96,0,0,1468,0,1,604,0,0,1
0.0,0,2.0,0.0,29335.0,37.0,8.0,0.0,11.0,0.0,1.0,0.0,0.0,0,288,2040,730,3,4,796,8,1,349,120,399,587,2,923,244,7,58,184,3,1538,0,0,1032,29,947,0
3.0,20,0.0,3.0,802.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,0,284,1613,740,3,4,859,2,1,868,29,2219,438,13,278,845,0,537,0,0,1011,0,1,1221,0,0,0
2.0,23,10.0,10.0,1431.0,12.0,3.0,11.0,11.0,0.0,1.0,2.0,10.0,107,66,632,1827,8,6,212,2,1,349,1284,1604,694,13,509,483,3,560,0,0,2113,5,1,393,0,0,0
6.0,1,0.0,3.0,46.0,10.0,17.0,38.0,132.0,1.0,4.0,0.0,3.0,37,118,1373,796,12,6,1910,2,1,1069,561,1720,560,2,1118,673,8,637,0,0,1071,0,0,584,0,0,0
0.0,-1,50.0,1.0,24814.0,288.0,1.0,1.0,45.0,0.0,1.0,0.0,1.0,0,12,1186,301,3,5,1702,23,1,349,1102,105,785,2,285,400,7,268,37,2,83,0,0,506,22,415,0
0.0,78,1.0,2.0,8791.0,135.0,16.0,2.0,156.0,0.0,2.0,0.0,2.0,62,203,2115,233,3,4,261,2,1,1261,1049,2155,1010,3,606,813,8,70,37,1,684,0,7,874,20,899,1
31.0,6,62.0,87.0,53.0,73.0,68.0,33.0,1551.0,1.0,5.0,0.0,66.0,0,10,657,1354,15,4,382,2,1,278,426,654,687,2,334,986,6,314,0,0,1758,0,2,1247,0,0,1
3.0,7,3.0,4.0,833.0,81.0,6.0,42.0,50.0,1.0,2.0,0.0,4.0,56,243,320,461,3,5,438,8,1,1003,1274,1187,702,2,774,1798,8,243,0,0,1850,3,1,289,0,0,1
0.0,0,1.0,0.0,40750.0,31.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0,294,494,1618,3,3,1231,23,1,1407,445,1083,59,2,108,1091,8,449,37,1,1927,0,0,126,29,806,0
0.0,1,10.0,0.0,22973.0,372.0,1.0,5.0,127.0,0.0,1.0,0.0,4.0,45,271,1680,1559,15,5,1174,2,1,525,689,2023,327,2,247,136,7,357,0,0,1049,3,0,916,0,0,0
0.0,0,10.0,0.0,40354.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,26,96,1360,533,3,6,94,2,1,1430,397,584,640,2,1124,407,8,370,29,2,1711,3,2,332,1,275,1
0.0,1,4.0,0.0,2980.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,68,406,1487,3,6,897,2,1,349,1267,295,904,13,388,767,7,82,37,2,2182,0,0,25,1,755,0
0.0,8,2.0,2.0,5783.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,37,12,331,712,3,0,1399,2,1,189,271,1319,480,13,421,581,8,268,37,2,1287,0,0,765,29,529,0
0.0,2082,8.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,45,66,181,1234,3,6,1745,2,0,349,1350,1525,846,13,1258,966,2,683,0,0,1014,1,8,873,0,0,0
0.0,0,1.0,1.0,2412.0,18.0,2.0,12.0,12.0,0.0,1.0,0.0,1.0,0,47,2241,1667,3,5,1145,23,1,1124,173,890,916,13,799,989,0,397,37,3,770,0,7,1191,26,915,0
0.0,15,0.0,0.0,7341.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,271,39,1457,3,4,948,23,1,813,1307,1275,264,13,1137,455,8,200,0,0,2025,0,1,311,0,0,1
1.0,-1,15.0,8.0,93.0,29.0,26.0,17.0,640.0,1.0,16.0,0.0,29.0,56,163,136,761,8,2,1390,28,1,152,281,1200,92,13,821,1097,8,561,300,2,464,0,7,356,2,234,0
0.0,4,2.0,0.0,80763.0,291.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,45,47,230,1761,3,4,1159,8,0,1109,804,935,697,2,71,977,8,397,7,2,868,5,0,332,30,586,0
0.0,-1,107.0,23.0,10.0,0.0,0.0,24.0,23.0,0.0,0.0,0.0,23.0,0,149,2345,936,3,4,1261,2,1,227,227,1668,920,3,895,624,1,702,5,1,1031,0,7,1061,4,5,0
2.0,20,13.0,6.0,33.0,6.0,2.0,3.0,6.0,1.0,1.0,0.0,6.0,45,47,2296,257,3,5,1568,2,1,1353,301,1025,533,13,799,569,8,397,144,3,915,5,0,401,29,324,0
0.0,0,2.0,0.0,1820.0,13.0,7.0,1.0,1.0,0.0,2.0,0.0,0.0,45,54,1152,344,3,4,603,2,1,65,866,332,1120,13,288,435,8,738,0,0,612,0,7,971,0,0,0
0.0,-1,0.0,0.0,17434.0,118.0,2.0,10.0,127.0,0.0,1.0,0.0,0.0,0,93,1988,1457,3,6,606,2,1,842,282,2013,266,9,617,1136,4,555,0,0,2,5,1,311,0,0,0
2.0,37,12.0,2.0,33.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,38,47,2296,257,15,5,1568,23,1,1353,301,1025,533,2,71,569,8,397,144,1,915,5,0,401,29,324,0
0.0,-1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,126,1031,881,3,5,1585,16,0,349,1196,922,1113,2,703,1300,2,119,0,0,1601,3,0,925,0,0,0
0.0,8,7.0,6.0,34891.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,11.0,0,156,1988,1457,15,4,375,23,1,349,345,2013,1119,3,482,1136,5,0,0,0,2,0,8,311,0,0,0
0.0,51,1.0,1.0,9934.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,44,1648,1054,3,5,1189,2,1,349,1229,999,976,2,1080,907,0,308,0,0,2185,3,0,27,0,0,0
27.0,538,2.0,1.0,8.0,1.0,27.0,1.0,1.0,1.0,1.0,0.0,1.0,0,288,891,904,3,5,78,23,1,293,770,824,710,13,186,1518,8,58,37,2,1650,0,7,331,29,902,1
0.0,1,1.0,1.0,1692.0,101.0,1.0,9.0,10.0,0.0,1.0,0.0,1.0,76,299,1070,487,1,4,400,2,1,1498,855,840,45,3,444,1702,8,516,37,1,889,0,2,359,30,440,0
0.0,1,9.0,20.0,14549.0,0.0,0.0,21.0,203.0,0.0,0.0,0.0,20.0,0,5,0,0,15,4,408,2,1,349,80,0,705,13,537,0,4,328,0,0,0,5,8,0,0,0,0
0.0,1465,5.0,0.0,11987.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,37,111,108,1578,3,4,1172,25,1,349,1273,2237,782,13,508,1395,5,578,144,2,1202,0,1,471,20,139,0
0.0,15,47.0,14.0,7444.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,14.0,82,157,1918,492,12,6,304,2,1,1382,852,768,26,2,1207,2036,8,736,37,1,1009,5,1,859,29,824,0
0.0,1,16.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0,8,2310,534,12,4,1745,23,0,349,1350,735,846,2,961,607,2,21,37,2,2206,0,8,438,31,825,0
0.0,1,11.0,9.0,1880.0,214.0,3.0,22.0,103.0,0.0,3.0,0.0,9.0,45,68,1914,759,3,4,929,26,1,872,270,237,820,2,1135,1575,0,770,37,3,2076,0,0,1133,1,755,0
0.0,190,0.0,0.0,1624.0,6.0,29.0,6.0,74.0,0.0,9.0,0.0,0.0,45,250,101,880,3,0,952,2,1,226,136,1393,277,13,1145,847,8,259,0,0,362,0,0,480,0,0,0
0.0,-1,0.0,0.0,2842.0,43.0,27.0,40.0,43.0,0.0,1.0,0.0,0.0,0,37,1339,326,3,0,1235,23,1,529,1028,652,1056,2,53,810,8,166,37,2,1868,0,8,1195,1,82,0
0.0,12,490.0,0.0,3513.0,95.0,17.0,2.0,4.0,0.0,2.0,0.0,2.0,0,47,2271,1037,3,4,236,2,1,851,363,620,524,2,71,765,8,397,244,2,1704,0,2,1109,26,304,0
0.0,2,1.0,1.0,11864.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,0,54,945,884,16,4,1492,8,1,349,216,1244,751,13,288,2054,5,738,0,0,813,0,8,1026,0,0,0
0.0,15,8.0,8.0,1339.0,602.0,2.0,47.0,559.0,0.0,1.0,0.0,8.0,0,84,1710,314,3,5,1666,2,1,731,1235,914,246,13,240,1497,8,122,0,0,1037,0,1,939,0,0,1
0.0,4,6.0,10.0,1451.0,62.0,8.0,24.0,60.0,0.0,1.0,0.0,18.0,0,271,1654,1559,3,4,997,2,1,349,1214,1468,717,13,836,1167,8,124,0,0,1845,0,1,916,0,0,1
0.0,1,15.0,10.0,31980.0,56.0,0.0,22.0,35.0,0.0,0.0,0.0,22.0,0,163,2176,408,3,4,201,44,1,647,648,180,542,2,236,339,3,561,235,3,210,0,10,280,2,159,0
0.0,754,16.0,0.0,4845.0,507.0,29.0,2.0,115.0,0.0,9.0,0.0,1.0,37,297,1629,1357,3,6,1696,2,1,1570,198,2094,633,13,716,1794,3,232,279,3,156,0,0,667,29,398,0
0.0,2,2.0,16.0,318738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,62,266,2172,526,3,5,950,2,0,1254,230,1653,604,2,479,157,1,137,0,0,950,0,1,726,0,0,0
0.0,16,45.0,18.0,1500.0,108.0,3.0,17.0,18.0,0.0,1.0,0.0,18.0,0,96,1721,1474,3,4,851,44,1,1343,696,1250,982,9,436,116,0,455,60,1,792,0,0,838,1,852,0
0.0,44,1.0,0.0,2710.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,1.0,38,17,2066,677,3,4,887,16,1,349,1166,1397,371,13,424,1422,5,611,0,0,1475,0,7,45,0,0,1
5.0,1,31.0,4.0,0.0,0.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,0,246,1511,1046,1,5,964,2,1,782,981,1768,149,3,373,1140,8,405,37,3,2038,3,0,1214,30,417,1
0.0,13,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,45,66,1684,839,15,5,108,2,0,349,671,2003,519,8,675,628,2,172,0,0,1484,0,8,1012,0,0,0
0.0,281,30.0,16.0,1474.0,48.0,1.0,45.0,48.0,0.0,1.0,0.0,29.0,45,66,1276,838,3,1,83,2,1,349,849,2033,1182,13,621,1621,7,390,0,0,645,0,8,934,0,0,0
0.0,11,56.0,8.0,43109.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,15.0,10,10,1278,833,3,4,607,2,1,349,226,1475,903,13,965,464,1,391,0,0,2216,0,1,1186,0,0,0
0.0,9,9.0,17.0,11774.0,0.0,0.0,23.0,128.0,0.0,0.0,0.0,17.0,0,10,1982,729,3,4,445,2,1,675,383,238,675,2,334,1565,1,314,0,0,1672,0,10,1247,0,0,0
0.0,33,7.0,6.0,1524.0,71.0,3.0,25.0,51.0,0.0,1.0,0.0,6.0,0,253,2055,147,9,1,33,2,1,282,276,1453,435,2,420,912,8,579,329,3,744,0,1,363,9,776,0
0.0,0,55.0,5.0,14477.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0,12,422,1484,3,4,1282,2,0,1081,852,1269,26,8,727,958,8,268,109,1,1712,0,1,332,29,794,1
0.0,43,6.0,9.0,139.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,9.0,0,5,1435,1223,3,1,794,2,1,666,1177,1198,501,13,537,290,4,328,0,0,731,0,1,1131,0,0,0
3.0,1697,3.0,1.0,27.0,0.0,4.0,45.0,144.0,2.0,3.0,0.0,0.0,56,37,2039,1374,15,3,318,2,1,349,320,1627,700,8,89,1064,8,166,37,3,884,0,0,1205,1,798,1
0.0,0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,45,156,39,1457,3,4,1141,2,0,349,290,1275,604,2,335,455,2,247,0,0,2025,0,3,311,0,0,0
0.0,3,10.0,4.0,4370.0,99.0,1.0,12.0,55.0,0.0,1.0,0.0,4.0,0,12,649,683,36,5,1497,2,1,339,740,814,288,13,421,1085,8,268,84,3,1429,0,0,126,29,340,0
63.0,1,28.0,3.0,47.0,3.0,63.0,2.0,3.0,1.0,1.0,0.0,3.0,0,157,1763,1009,3,4,853,2,1,286,808,440,1034,3,70,1837,8,2,37,3,1216,0,0,126,29,584,0
0.0,113,1.0,0.0,7443.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0,316,2032,522,9,4,656,2,1,349,608,1839,1039,13,394,662,5,740,0,0,2026,0,1,126,0,0,0
1.0,341,4.0,2.0,2.0,0.0,12.0,3.0,5.0,1.0,3.0,0.0,0.0,0,149,1376,922,3,0,1125,2,1,950,996,1171,1046,0,766,671,8,702,37,2,751,0,0,845,20,601,0
0.0,1,10.0,2.0,832.0,38.0,2.0,5.0,5.0,0.0,1.0,0.0,2.0,0,66,605,1602,3,4,913,2,1,1448,225,285,1164,13,594,67,1,56,0,0,1318,0,0,98,0,0,0
0.0,9,8.0,6.0,16528.0,13.0,4.0,6.0,13.0,0.0,1.0,0.0,6.0,0,297,32,1395,3,4,333,2,1,1452,891,301,145,2,781,1787,8,750,37,1,1599,0,10,363,10,682,0
0.0,1,4.0,2.0,2162.0,3.0,1.0,2.0,13.0,0.0,1.0,0.0,2.0,45,265,641,328,3,3,706,22,1,638,244,2040,1086,2,142,438,8,617,67,2,896,0,0,937,1,557,1
0.0,14,3.0,4.0,12015.0,18.0,1.0,7.0,18.0,0.0,1.0,0.0,4.0,37,310,1933,854,3,0,337,2,1,305,694,1557,1175,2,791,44,7,609,0,0,520,0,0,383,0,0,0
0.0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,66,541,86,3,5,1141,2,0,349,290,579,604,13,879,342,2,26,0,0,1603,0,7,716,0,0,0
5.0,2263,1.0,1.0,711.0,6.0,15.0,16.0,83.0,1.0,3.0,0.0,1.0,45,80,435,465,3,0,185,23,1,349,1,281,1129,2,1144,750,8,487,37,1,1697,0,0,126,29,180,1
0.0,-1,0.0,0.0,5025.0,68.0,4.0,0.0,68.0,0.0,1.0,1.0,0.0,37,66,672,1038,27,4,894,2,1,349,899,101,137,2,759,1591,4,748,0,0,272,3,1,7,0,0,0
0.0,2,2.0,9.0,25.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,45,271,1158,1559,3,4,1487,2,1,349,1136,1431,756,3,252,409,5,357,0,0,1955,0,1,916,0,0,0
0.0,-1,0.0,0.0,5760.0,42.0,218.0,0.0,287.0,0.0,15.0,0.0,0.0,37,79,0,0,3,4,262,2,1,1405,988,0,178,3,104,0,6,395,0,0,0,3,2,0,0,0,1
0.0,1,2.0,12.0,4877.0,140.0,13.0,34.0,136.0,0.0,2.0,0.0,12.0,45,152,1519,12,3,6,358,23,1,1037,1041,1669,439,2,412,1963,8,135,0,0,1054,0,11,770,0,0,0
0.0,6,12.0,0.0,1933.0,755.0,3.0,24.0,154.0,0.0,1.0,0.0,15.0,45,66,665,1059,3,4,659,2,1,349,892,1683,833,13,569,354,0,510,0,0,391,3,8,745,0,0,0
0.0,4,1.0,1.0,2861.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,1.0,0,10,1021,156,3,1,834,2,1,643,539,778,34,3,96,99,1,453,0,0,1189,0,2,831,0,0,0
0.0,4,6.0,2.0,9205.0,64.0,26.0,6.0,242.0,0.0,5.0,0.0,2.0,79,239,2263,147,15,4,326,2,1,124,866,1246,1120,2,1254,1733,3,13,109,3,483,0,2,363,29,776,0
0.0,8,2.0,0.0,1474.0,90.0,8.0,0.0,27.0,0.0,2.0,0.0,0.0,0,235,1556,147,3,5,94,8,1,1276,397,1160,640,2,48,751,8,306,109,3,407,0,2,363,1,776,1
0.0,64,3.0,2.0,25928.0,1526.0,22.0,3.0,3.0,0.0,2.0,0.0,2.0,0,182,1952,310,1,4,488,2,1,784,1055,672,627,13,875,1157,6,101,82,3,1957,0,0,796,29,892,0
0.0,-1,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,37,14,1692,1708,3,6,1019,23,0,349,222,296,276,2,269,691,2,235,0,0,521,1,2,1271,0,0,0
0.0,96,0.0,0.0,296.0,92.0,86.0,17.0,319.0,0.0,7.0,0.0,11.0,0,66,1876,1443,3,4,49,8,1,190,1329,2092,46,2,136,616,4,705,0,0,1969,0,3,963,0,0,1
4.0,10,16.0,8.0,309.0,31.0,21.0,12.0,73.0,2.0,5.0,0.0,13.0,0,95,1432,1036,3,1,593,8,1,106,143,1155,392,13,274,2020,8,219,203,2,499,0,7,332,29,275,0
0.0,149,1.0,15.0,270.0,0.0,0.0,7.0,46.0,0.0,0.0,0.0,15.0,45,66,665,1059,3,4,1461,8,1,439,148,1683,874,13,777,354,4,520,0,0,391,5,0,745,0,0,0
0.0,1,0.0,0.0,10749.0,13.0,1.0,2.0,13.0,0.0,1.0,0.0,0.0,104,127,1988,1457,3,4,912,2,1,1217,873,2013,147,13,1214,1136,7,146,0,0,2,0,3,311,0,0,0
0.0,2,90.0,5.0,1853.0,155.0,11.0,25.0,224.0,0.0,4.0,7.0,5.0,45,4,2398,1158,3,5,212,2,1,349,1284,161,694,13,187,2107,6,439,37,1,1528,0,1,1237,24,578,0
0.0,1,1.0,0.0,48317.0,58.0,0.0,6.0,27.0,0.0,0.0,0.0,0.0,45,69,328,1879,3,4,1267,2,0,1017,766,1665,48,2,498,936,0,673,37,1,593,0,1,902,2,939,0
0.0,1,6.0,1.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,111,2053,1743,15,4,1714,8,1,1096,136,2122,277,0,1089,1777,8,578,43,2,1091,0,0,1074,20,241,0
6.0,4,50.0,0.0,70.0,15.0,29.0,16.0,150.0,1.0,6.0,0.0,1.0,0,111,69,1419,5,4,1846,2,1,1096,136,1042,277,0,1089,1588,8,578,117,2,1826,2,0,852,29,450,1
6.0,68,43.0,16.0,7.0,10.0,11.0,26.0,53.0,1.0,3.0,0.0,10.0,0,131,1866,474,12,6,1721,23,1,971,471,2224,586,2,169,769,8,176,37,3,1102,5,3,1023,8,506,1
0.0,180,26.0,0.0,16253.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,6.0,0,84,830,314,36,4,1448,2,1,969,537,914,568,13,1134,1497,8,122,0,0,1037,0,0,939,0,0,0
0.0,17,0.0,0.0,10363.0,2794.0,2.0,0.0,41.0,0.0,1.0,0.0,0.0,76,66,1583,256,9,4,111,2,1,349,602,1158,791,13,148,113,0,542,0,0,124,0,0,576,0,0,1
1.0,1,37.0,8.0,339.0,38.0,1.0,8.0,10.0,1.0,1.0,1.0,10.0,38,299,2250,1838,3,5,1112,44,1,349,466,2273,1146,13,1251,2057,4,620,37,1,1760,0,0,797,30,932,0
0.0,1,0.0,11.0,4338.0,137.0,23.0,12.0,544.0,0.0,5.0,0.0,20.0,0,218,1515,1843,3,6,475,16,1,1380,794,1413,1143,3,1095,5,8,687,0,0,298,0,0,939,0,0,0
0.0,1,6.0,7.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,90,68,2353,1195,1,5,1174,8,1,721,689,868,327,2,1136,1605,1,747,37,1,2181,0,0,937,1,326,0
0.0,1,9.0,0.0,285.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,45,66,1506,398,3,0,783,2,1,349,823,2000,1004,2,572,828,1,718,0,0,970,0,0,264,0,0,0
0.0,2,8.0,5.0,97859.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,45,163,495,944,3,4,416,2,0,330,241,1116,814,2,678,573,6,138,158,2,1676,3,0,301,2,929,0
0.0,370,1.0,3.0,1887.0,15.0,1.0,14.0,14.0,0.0,1.0,0.0,14.0,0,13,1680,1559,8,4,1056,2,1,349,144,2023,1173,13,928,136,7,142,0,0,1049,0,5,916,0,0,0
0.0,0,12.0,5.0,0.0,90.0,37.0,10.0,395.0,0.0,5.0,0.0,5.0,0,164,952,264,3,5,495,2,1,915,630,700,430,3,277,1202,4,272,202,2,1973,0,7,332,31,275,0
0.0,4,1.0,1.0,69428.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,94,68,0,0,9,4,1536,2,0,53,359,0,118,3,1142,0,7,257,37,1,0,0,1,0,1,331,0
